title,url,discounted_price,original_price,User-Agent
Colorful Hair Band Flash LED Braid - Color Assorted HBI-237298,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/colorful-hair-band-flash-led-braid-color-assorted-p-106708.html,1.12€,1.42€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Micro USB DVB-T ISDB-T Digital Mobile Streamer ez TV Tuner ETA-382787,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/micro-usb-dvb-t-isdb-t-digital-mobile-streamer-ez-tv-tuner-p-147163.html,18.56€,22.27€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"TECLAST X98 Air 3G 9.7"" Dual OS 2GB 64GB 3G Tablet + Case + Film KB-376841",https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/teclast-x98-air-3g-97-dual-os-2gb-64gb-3g-tablet-case-film-p-145505.html,233.95€,306.57€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
216 x 3mm Buckyballs Magic Magnetic DIY Balls FMC-77085,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/216-x-3mm-buckyballs-magic-magnetic-diy-balls-p-53856.html,4.43€,6.23€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Gin H7 4-CH 2.4GHz RC Quadcopter with 6 Axis Gyro/LED RTF TRC-348393,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/gin-h7-4-ch-24ghz-rc-quadcopter-with-6-axis-gyroled-rtf-p-138822.html,15.35€,30.88€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
SYMA X5C X5C-1 LCD RC Quadcopter 4CH 2.4GHz w 6-axis 2MP Camera TRC-301757,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/syma-x5c-x5c-1-lcd-rc-quadcopter-4ch-24ghz-w-6-axis-2mp-camera-p-126482.html,48.72€,61.16€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"ONDA V891 8.9"" Dual OS Z3735F 2GB 32GB Tablet PC w/ Bluetooth ETC-386383",https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/onda-v891-89-dual-os-z3735f-2gb-32gb-tablet-pc-w-bluetooth-p-147733.html,116.04€,222.90€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"THL T6S 5.0"" JDI Screen MTK6582 Quad Core Android4.4.2 3G Phone P07-T6S",https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/thl-t6s-50-jdi-screen-mtk6582-quad-core-android442-3g-phone-p-133760.html,76.12€,81.70€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Quick Button Smart Klick Key & Folding Credit Card Knife KB-387011,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/quick-button-smart-klick-key-folding-credit-card-knife-p-147770.html,1.45€,1.84€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Iron Hand 16GB USB 2.0 Flash Drive U Disk-Style Assorted EUD-372486,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/iron-hand-16gb-usb-20-flash-drive-u-disk-style-assorted-p-144419.html,7.57€,10.90€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
40mm Biomimetic Sinking Fishing Lure Crank Bait Bass Hook STH-337770,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/40mm-biomimetic-sinking-fishing-lure-crank-bait-bass-hook-p-136017.html,1.12€,1.23€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"ELEPHONE P6000 5"" OGS Android 4.4.4 MTK6732 4-Core 4G LTE Phone P05-EPP6000",https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/elephone-p6000-5-ogs-android-444-mtk6732-4-core-4g-lte-phone-p-142203.html,137.07€,155.35€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Xiaomi 10400mAh 2.1A Power Bank for iPhone 6 Samsung Cellphone EBTPH-294409,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/xiaomi-10400mah-21a-power-bank-for-iphone-6-samsung-cellphone-p-124058.html,19.21€,20.91€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Flag Striped Leopard Print Crewneck Cocktail Dresses DCD-297988,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/flag-striped-leopard-print-crewneck-cocktail-dresses-p-124798.html,3.53€,16.39€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"DOOGEE DG550 5.5 ""IPS OGS HD MTK6592 8-Core Android 4.2 Cellular P05-DG550",https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/doogee-dg550-55-ips-ogs-hd-mtk6592-8-core-android-442-phone-p-126873.html,126.55€,163.88€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
9.7 inch High Definition LCD Screen Protector for TECLAST X98 ECA-346807,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/97-inch-high-definition-lcd-screen-protector-for-teclast-x98-p-138841.html,1.41€,4.66€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Original ARUN 10000mAh Dual USB Power Bank LCD Display Battery  EBTPH-375442,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/original-arun-10000mah-dual-usb-power-bank-lcd-display-battery-p-145017.html,13.40€,42.28€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Special Lace Striped Semi-sheer Sexy Lingerie DUW-282663,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/special-lace-striped-semi-sheer-sexy-lingerie-p-120003.html,2.84€,3.56€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
HENG FANG Magic Changeable Color Lipstick Lip Cream BCI-292244,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/heng-fang-magic-changeable-color-lipstick-lip-cream-p-123134.html,0.94€,1.58€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
360 Custodia in pelle gradi girevole PU w ​​/ stand per iPad 2 / EPALC-323147,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/360-degree-rotatable-pu-leather-case-w-stand-for-ipad-2-3-4-p-132408.html,7.35€,8.01€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"Laude A12 10.1"" Android 4.4 ATM7029B Tablet w/ WiFi OTG ETC-284896",https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/laude-a12-101-android-44-atm7029b-tablet-w-wifi-otg-p-121903.html,76.12€,158.79€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"CHUWI V10HD 3G 10.1"" Dual Boot Z3735F 2GB 32GB 3G Tablet PC ETC-383337",https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/chuwi-v10hd-3g-101-dual-boot-z3735f-2gb-32gb-3g-tablet-pc-p-147285.html,167.11€,363.28€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
ALIKE Fashion 50M Waterproof Men Analog-digital Wrist Watch WMN-205187,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/alike-fashion-50m-waterproof-men-analog-digital-wrist-watch-p-97617.html,8.06€,21.12€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"INEW V3 PLUS 5"" IPS OGS HD Android 4.4 MTK6592M 8-Core 3G Phone P07-IWV3J",https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/inew-v3-plus-5-ips-ogs-hd-android-44-mtk6592m-8-core-3g-phone-p-141246.html,142.92€,227.58€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"CUBE TALK7X Octa-core 7"" Android 4.4 MTK8392 3G Phablet w/ GPS ETC-354428",https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/cube-talk7x-octa-core-7-android-44-mtk8392-3g-phablet-w-gps-p-139945.html,81.69€,179.22€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Smiley Face Pattern Toilet Sticker Wall Decal Mural Art Decor HHIDI-352690,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/smiley-face-pattern-toilet-sticker-wall-decal-mural-art-decor-p-139616.html,0.76€,1.63€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Lokai Silicone Bead Mud Transparent Bracelet Soft Bracelet DJA-384698,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/lokai-silicone-bead-mud-transparent-bracelet-soft-bracelet-p-147556.html,2.14€,3.12€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Starry Night Galaxy Diamond Design Pendant Necklace DJA-364880,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/starry-night-galaxy-diamond-design-pendant-necklace-p-142633.html,1.72€,1.79€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
"ONDA V975W 9.7"" Windows 8.1 Intel Atom Z3735F 2GB 32GB Tablet PC ETC-325016",https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/onda-v975w-97-windows-81-intel-atom-z3735f-2gb-32gb-tablet-pc-p-132594.html,170.82€,329.27€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Pair of Magnetic Losing Weight Toe Rings HBI-13397,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/pair-of-magnetic-losing-weight-toe-rings-p-12727.html,0.83€,1.22€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
Replacement Silica Necklace Pendant Holder Xiaomi Smart Bracelet WWTWA-380509,https://web.archive.org/web/20150424051750/http://www.tinydeal.com/it/replacement-silica-necklace-pendant-holder-xiaomi-smart-bracelet-p-146864.html,4.26€,6.08€ ,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
